Location;Participants;Cost
Yavin, Manhattan;Captain Gregor, Clone Trooper Fives, Dengar, Jango Fett, Joh Yowza, Momaw Nadon, Mother Talzin, Padmé Amidala, Palpatine, Pharl McQuarrie, Ree-Yees vs. Count Dooku, Quarrie, Romba, Sora Bulq;$18000
Scarif, Manhattan;Grand Moff Wilhuff Tarkin, Karina the Great, Kylo Ren vs. Mina Bonteri;$0
Endor, Rebel Alliance;Commander Gree, Kaydel Ko Connix, Pong Krell, Rinnrivin Di, Saelt-Marae vs. Cassian Andor, Mercurial Swift, Shaak Ti;$15000
Mustafar, The Empire;Garindan, General Crix Madine, Luminara Unduli, Rey vs. BB-8, Bazine Netal, Cassian Andor, Commander Bly, Commander Cody, Ezra Bridger, Jas Emari, San Hill, Sarkli, Savage Opress;$10000
Hosnian Prime, The Empire;Cordé vs. Adi Gallia, Kylo Ren, Wes Janson;$0
Kashyyyk, The Empire;Aiolin and Morit Astarte, Count Dooku, Kylo Ren, Paploo vs. General Crix Madine, Wedge Antilles;$8000
Nal Hutta, The Empire;Cassian Andor, Poe Dameron vs. FX-7;$1000
Concord Dawn, Rebel Alliance;Gavyn Sykes, Nien Nunb, R2-Q5, Teedo, Wat Tambor vs. Clone Trooper Fives, General Grievous, Karina the Great, Luke Skywalker, Malakili;$9000
Yavin, Manhattan;Avengers, Han Solo, Rorschach vs. Admiral Trench, Beru Whitesun Lars, Cordé, Leia Organa, Luke Skywalker, Moff Tiaan Jerjerrod, Nien Nunb, TC-14, Watchmen;$12000
Kashyyyk, The Empire;C-3PO, Joclad Danva vs. Avengers;$5000
Jedha, The Empire;Avengers, Jek Tono Porkins, Leia Organa, Rappertunie, Rorschach vs. Tikkes, Yarael Poof;$1000
Sullust, Manhattan;Greedo, Pharl McQuarrie vs. Kylo Ren, Mace Windu, Padmé Amidala, R2-KT;$8000
Nal Hutta, The Empire;Alton Kastle, BB-8, Cliegg Lars, Darth Maul, Has Obbit, Rey vs. Rogue Squadron;$10000
Bespin, Rebel Alliance;BB-8, Clone Trooper Tup, Dengar, Moff Tiaan Jerjerrod, WAC-47, Wedge Antilles, Zev Senesca vs. Longo Two-Guns;$7000
Geonosis, The Empire;Commander Bly, Count Dooku, R2-D2, Romba vs. Bazine Netal, Dexter Jettster, Grand Admiral Thrawn, Kylo Ren, Leia Organa, Lieutenant Watts, Moralo Eval, Po Nudo Paul, Satine Kryze, Shu Mai;$13000
Mon Cala, The Empire;Inquisitors, Jan Dodonna, Lama Su, R2-D2, Riff Tamson, Shu Mai, Sora Bulq, Yané, Ziro the Hutt vs. Luminara Unduli;$4000
Yavin, Manhattan;Mother Talzin, Wolverine vs. Mister Bones;$1000
Concord Dawn, Rebel Alliance;Barriss Offee, Bo-Katan Kryze, Captain Jeremoch Colton, Sarkli, Wolverine vs. Commander Bly, Moteé;$2000
Dathomir, Rebel Alliance;Asajj Ventress, Chirrut Îmwe, Dormé vs. General Crix Madine, Mother Talzin, Taun We;$11000
Bespin, Rebel Alliance;R5-D4, Saelt-Marae vs. AP-5, Bodhi Rook, Poggle the Lesser, Pong Krell, WAC-47, Ziro the Hutt;$5000
Jedha, The Empire;Boba Fett, Lama Su vs. Cordé, Jar Jar Binks, Pablo-Jill, Sola Naberrie;$10000
Mon Cala, The Empire;Watchmen vs. Mercurial Swift;$0
Hosnian Prime, The Empire;Cassian Andor, Gonk droid, Sim Aloo vs. Clone Trooper Fives, Moff Delian Mors, U9-C4;$3000
Tatooine, Manhattan;Bo-Katan Kryze, Shmi Skywalker, Sola Naberrie, Wolverine, Ziro the Hutt vs. Avengers, Darth Plagueis, Finn, Jobal Naberrie, Poe Dameron, Ponda Baba, Sarkli, Savage Opress, Sinjir Rath Velus, Teebo;$2000
Hosnian Prime, The Empire;Barriss Offee, Bazine Netal, Galen Erso, Inspector Thanoth, Luke Skywalker, Watchmen vs. Chewbacca, Dapp, General Crix Madine, Morley;$9000
Nal Hutta, The Empire;Eneb Ray, Luke Skywalker, Mawhonic, Watchmen vs. Commander Fox;$2000
Sullust, Manhattan;Avengers, Dormé, Ezra Bridger, Jyn Erso, Padmé Amidala, Plo Koon, Rabé, Savage Opress, Wolverine vs. Riff Tamson, Watchmen, Wullf Yularen;$27000
Naboo, The Empire;Baze Malbus, Ben Quadinaros, Che Amanwe Papanoida, Ketsu Onyo, Lando Calrissian, Luminara Unduli, Teedo vs. Kylo Ren;$4000
Kashyyyk, The Empire;Letta Turmond vs. Captain Panaka;$0
Jedha, The Empire;Longo Two-Guns vs. Quinlan Vos, RA-7;$1000
Scarif, Manhattan;Poe Dameron vs. 0-0-0, Captain Phasma, Watchmen;$2000
Concord Dawn, Rebel Alliance;Bib Fortuna, Padmé Amidala, Poggle the Lesser vs. Armitage Hux, Berch Teller, Mawhonic, Queen Breha Organa, Queen Jamillia, Romba, Shu Mai, Watchmen, Wedge Antilles;$10000
Tatooine, Manhattan;Mas Amedda, Meena Tills vs. Kylo Ren, Wedge Antilles, Wuher;$16000
Kashyyyk, The Empire;Black Krrsantan, Darth Plagueis, Kaydel Ko Connix, Leia Organa, Malakili, Moradmin Bast vs. 2-1B, Avengers, Darth Maul, Moff Delian Mors, R2-KT, Thor;$11000
Kashyyyk, The Empire;Luke Skywalker vs. Ponda Baba;$0
Umbara, Manhattan;Bodhi Rook vs. Jabba the Hutt;$0
Mon Cala, The Empire;Bodhi Rook vs. Leia Organa, Ona Nobis, Poe Dameron, Thor;$0
Geonosis, The Empire;BB-8, Embo vs. Aayla Secura, Admiral Terrinald Screed, Cliegg Lars, Dapp, Iron Man, Ric Olié, Savage Opress;$7000
Kamino, The Empire;Avengers, Berch Teller, Cassian Andor, Cordé, Han Solo, Moff Tiaan Jerjerrod, Pharl McQuarrie, Shara Bey, WAC-47, Watchmen vs. Moradmin Bast;$32000
Naboo, The Empire;Savage Opress, Wedge Antilles vs. Droopy McCool;$2000
Jedha, The Empire;Aiolin and Morit Astarte, Norra Wexley, Rey vs. Jar Jar Binks, Lux Bonteri, Rorschach, Teedo;$3000
Kashyyyk, The Empire;Iron Man, Mace Windu, Moff Tiaan Jerjerrod, Rappertunie, Rorschach vs. Lyn Me;$3000
Hell's Kitchen, Manhattan;Admiral Firmus Piett, Gallius Rax, Gavyn Sykes, Tulon Voidgazer vs. 4-LOM, Chirrut Îmwe, Korr Sella, Thor;$2000
Kamino, The Empire;Captain Phasma, Luminara Unduli vs. Avengers, Clone Trooper Tup, Galen Erso, Mercurial Swift, Thor;$34000
Tatooine, Manhattan;Aiolin and Morit Astarte vs. Bodhi Rook, Watchmen;$2000
Concord Dawn, Rebel Alliance;Rey, Watchmen vs. Ellé;$4000
Dathomir, Rebel Alliance;Boba Fett, Grand Inquisitor, Ona Nobis, Shaak Ti vs. Avengers, Captain Roos Tarpals, Count Dooku, Eirtaé, Leia Organa, Luminara Unduli, Norra Wexley, Pooja Naberrie, Zev Senesca;$25000
Jedha, The Empire;Poe Dameron, Thor vs. Doctor Aphra, Nien Nunb, Orson Krennic, Shaak Ti;$16000
Dathomir, Rebel Alliance;Dexter Jettster, Jango Fett, Kylo Ren, Malé-Dee, Mother Talzin vs. X-Men;$12000
Yavin, Manhattan;Norra Wexley vs. Bodhi Rook, Finn;$4000
Bespin, Rebel Alliance;Nute Gunray, Pablo-Jill vs. Chewbacca, Luminara Unduli, Tee Watt Kaa;$1000
Kashyyyk, The Empire;Ahri Raas, Ahsoka Tano, Avengers, Cassian Andor, Conder Kyl, Lieutenant Watts, Mawhonic, Riff Tamson, Shaak Ti, TC-14, Yoda, Zam Wesell vs. Ben Quadinaros, Ezra Bridger, Iron Man, Jan Dodonna, Max Rebo, Quarrie, Wittin, Wolverine, Wuher;$14000
Sullust, Manhattan;Cad Bane, Cham Syndulla vs. Captain Phasma, Gonk droid, Rorschach;$1000
Scarif, Manhattan;Lieutenant Watts, Salacious B. Crumb vs. Adi Gallia, Avengers, BT-1, Captain Phasma, Commander Wolffe, Eirtaé, Greedo, Inquisitors, Iron Man, Jango Fett, Lieutenant Thire, Mercurial Swift, Mother Talzin, Poe Dameron, Savage Opress;$10000
Mandalore, The Empire;Po Nudo Paul, Queen Apailana vs. Luke Skywalker;$0
Hosnian Prime, The Empire;Garindan, Rey vs. Kanan Jarrus, Sergeant Kreel, Yané;$1000
Kashyyyk, The Empire;Beru Whitesun Lars, Bodhi Rook, Captain Lorth Needa, Inquisitor: Seventh Sister, Iron Man, K-2SO, Thor vs. Alton Kastle, Romba, Yoda;$8000
Endor, Rebel Alliance;Bazine Netal, Ketsu Onyo vs. Alton Kastle, Gungi, Pre Vizsla, Rae Sloane;$1000
Scarif, Manhattan;Admiral Gial Ackbar, Depa Billaba, Jango Fett, Kylo Ren, Teebo, U9-C4 vs. Avengers, Greeata Jendowanian, Luminara Unduli, Ona Nobis, Saw Gerrera, Wald;$10000
Endor, Rebel Alliance;Grand Admiral Thrawn, Norra Wexley, Obi-Wan Kenobi, X-Men vs. Moralo Eval;$2000
Sullust, Manhattan;Commander Bly, Inquisitor: Eighth Brother, Iron Man, Leia Organa, Rorschach, Saelt-Marae, Shaak Ti vs. Commander Jet, Jan Dodonna, Poe Dameron, R2-KT, Rappertunie, Wolverine;$9000
Dathomir, Rebel Alliance;Luminara Unduli, Mace Windu vs. BB-8;$0
Onderon, Manhattan;Cassian Andor vs. Avengers, Luminara Unduli, Orson Krennic;$5000
Mon Cala, The Empire;Ahsoka Tano, Plo Koon vs. Admiral Gial Ackbar, Clone Trooper Fives, Jango Fett;$2000
Concord Dawn, Rebel Alliance;Chewbacca, Chirrut Îmwe, Iron Man vs. Avengers, Bazine Netal, Cassian Andor, Ki-Adi-Mundi, Leia Organa, Watchmen;$5000
Endor, Rebel Alliance;Jyn Erso vs. Almec;$0
Kamino, The Empire;Plo Koon, Watchmen vs. Chewbacca, Garindan, Poggle the Lesser, Zuckuss;$3000
Dathomir, Rebel Alliance;Kylo Ren, Rogue Squadron, Yané vs. Barada, Captain Jeremoch Colton, Iron Man, Lama Su, Logray, Lott Dod, Mas Amedda, Mercurial Swift, Moteé, Nahdonnis Praji, Orson Krennic, Quarrie, Rey, Rorschach;$9000
Hosnian Prime, The Empire;Avengers, Ebe E. Endocott, General Carlist Rieekan, Greeata Jendowanian vs. Grand Moff Wilhuff Tarkin;$2000
Endor, Rebel Alliance;K-2SO, Mawhonic, Poggle the Lesser, Queen Apailana, Riff Tamson vs. Jyn Erso, Leia Organa, Wuher;$3000
Mandalore, The Empire;Jobal Naberrie, Leia Organa, Po Nudo Paul, Savage Opress vs. Avengers, Cliegg Lars, Mace Windu;$4000
Subterrel, Manhattan;Beru Whitesun Lars, Ric Olié, Sifo-Dyas vs. Avengers, Sergeant Kreel;$6000
Kashyyyk, The Empire;Lumat, Nahdonnis Praji, Norra Wexley vs. Bazine Netal;$2000
Yavin, Manhattan;Amee, Grand Moff Wilhuff Tarkin, Riff Tamson vs. Admiral Gial Ackbar, Bazine Netal, Gavyn Sykes, Rey;$7000
Corellia, Rebel Alliance;Ben Quadinaros, Captain Panaka, Kylo Ren, San Hill vs. Han Solo, Nahdonnis Praji, Rappertunie;$14000
Kashyyyk, The Empire;Avengers vs. Savage Opress;$1000
Hosnian Prime, The Empire;Berch Teller, Wullf Yularen vs. Black Krrsantan, Mawhonic;$0
Alderaan, Rebel Alliance;Arvel Crynyd, Baze Malbus, Bossk, Chief Chirpa, Jas Emari, Jobal Naberrie, R5-J2, Rey vs. Bodhi Rook, Dengar, Gungi;$7000
Nal Hutta, The Empire;Cassian Andor, Dengar, Jas Emari, Luminara Unduli, Tulon Voidgazer vs. Adi Gallia, Baze Malbus, Eneb Ray, Iden Versio, Meena Tills, Pong Krell, Ransolm Casterfo, Rey, Shu Mai, Wullf Yularen;$22000
Bespin, Rebel Alliance;Bodhi Rook, Chirrut Îmwe, Jyn Erso, Sergeant Kreel vs. Adi Gallia, Brendol Hux;$6000
Mandalore, The Empire;0-0-0, Gungi, Kylo Ren, Queen Apailana vs. Darth Maul;$3000
Nal Hutta, The Empire;Avengers, Daultay Dofine, Luke Skywalker vs. Tion Medon;$4000
Concord Dawn, Rebel Alliance;Alton Kastle, Luke Skywalker, Romba, Sergeant Kreel, Supreme Leader Snoke vs. Jar Jar Binks, Shu Mai;$0
Bespin, Rebel Alliance;Ebe E. Endocott vs. Commander Wolffe, Kylo Ren;$4000
Bespin, Rebel Alliance;Ahri Raas, Count Dooku, Mace Windu vs. R2-D2;$2000
Mon Cala, The Empire;Jyn Erso vs. Jar Jar Binks, Saché, San Hill, Supreme Leader Snoke;$2000
Concord Dawn, Rebel Alliance;Agen Kolar, Dengar, Moff Delian Mors vs. Avengers, Captain Phasma, Commander Wolffe, Count Dooku, Darth Maul, Han Solo, Ponda Baba, Romba, Sly Moore, Tikkes, WAC-47, Zuckuss;$32000
Alderaan, Rebel Alliance;Barada, Cassian Andor, Jango Fett, Moralo Eval, Padmé Amidala vs. Arvel Crynyd, BB-8, Che Amanwe Papanoida, Coleman Kcaj, General Maximilian Veers, Karina the Great, Luke Skywalker, Norra Wexley, Ona Nobis, R5-D4, RA-7, Teedo;$3000
Concord Dawn, Rebel Alliance;Bo-Katan Kryze, Jobal Naberrie, Leia Organa, Luminara Unduli, Ona Nobis, Po Nudo Paul, R2-D2, Shaak Ti, Taun We vs. Sergeant Kreel, Sora Bulq;$15000
Concord Dawn, Rebel Alliance;Jobal Naberrie vs. Obi-Wan Kenobi;$0
Geonosis, The Empire;Avengers, Chewbacca, Gallius Rax, R2-KT vs. Grand Moff Wilhuff Tarkin;$4000
Dathomir, Rebel Alliance;Admiral Gial Ackbar, Moff Delian Mors, Sebulba, Wald vs. Admiral Conan Antonio Motti, Admiral Trench, Rey;$6000
Hosnian Prime, The Empire;Rey vs. Jom Barell, Oppo Rancisis, Saw Gerrera, Watto, Wedge Antilles;$1000
Scarif, Manhattan;Bazine Netal, Han Solo, Jango Fett, Riff Tamson vs. Count Dooku, Ezra Bridger;$4000
Kamino, The Empire;Mawhonic, Oola vs. Avengers, Biggs Darklighter, Black Krrsantan, Ebe E. Endocott, Gonk droid, Joh Yowza, Niima the Hutt, Pablo-Jill, Rae Sloane, Watto, Wolverine;$1000
Endor, Rebel Alliance;Boba Fett, Captain Phasma, Leia Organa, R5-D4, Watchmen vs. R4-P17, Taun We;$9000
Kamino, The Empire;Ree-Yees vs. Wolverine;$2000
Sullust, Manhattan;Bazine Netal, Luke Skywalker, R2-KT vs. Captain Jeremoch Colton, Chirrut Îmwe, Inquisitors, Moff Delian Mors, Pooja Naberrie, Rorschach, Sora Bulq, Thor, Wullf Yularen, X-Men, Yoda;$1000
Kamino, The Empire;Beru Whitesun Lars, Commander Wolffe, Embo, Garindan, General Carlist Rieekan, Luminara Unduli, Moteé, Quarrie, Queen Miraj Scintel, R2-D2, Riley, TC-14, Yarael Poof vs. BB-8, Cordé, Mina Bonteri, Wolverine;$8000
Scarif, Manhattan;Iron Man vs. Commander Fox, Luke Skywalker;$0
Kamino, The Empire;Ponda Baba vs. Asajj Ventress, Black Krrsantan, Letta Turmond, Obi-Wan Kenobi;$1000
Jedha, The Empire;Ahri Raas, Ben Quadinaros, Berch Teller, Ebe E. Endocott, Lando Calrissian, Oppo Rancisis, Pablo-Jill, Quarrie, Rorschach, X-Men vs. Queen Miraj Scintel;$0
Scarif, Manhattan;Wolverine vs. Cliegg Lars;$2000
Nal Hutta, The Empire;Admiral Trench, Boba Fett, Grand Moff Wilhuff Tarkin, Romba, Watchmen, Ziro the Hutt vs. Clone Trooper Fives, Commander Bly, Finis Valorum, Iron Man, Obi-Wan Kenobi, Paploo, Sarkli, U9-C4, X-Men, Yoda;$10000
Bespin, Rebel Alliance;Baze Malbus, Ziro the Hutt vs. Clone Trooper Tup, Jubnuk, Watchmen;$1000
Coruscant, Rebel Alliance;Ellé, Watchmen vs. Kaydel Ko Connix;$3000
Dathomir, Rebel Alliance;Agen Kolar vs. Bo-Katan Kryze, Bren Derlin, Captain Phasma, Moff Tiaan Jerjerrod;$5000
Onderon, Manhattan;Boba Fett vs. Poggle the Lesser;$0
Jedha, The Empire;Captain Lorth Needa, Kanan Jarrus vs. Ezra Bridger;$1000
Dathomir, Rebel Alliance;Oola vs. C-3PO;$1000
Concord Dawn, Rebel Alliance;Barriss Offee, Cordé, Qui-Gon Jinn vs. San Hill;$7000
Dathomir, Rebel Alliance;Joh Yowza, King Katuunko, R2-D2, Rey, Sergeant Kreel vs. Che Amanwe Papanoida, Gallius Rax, Greedo;$1000
Yavin, Manhattan;Captain Roos Tarpals, General Cassio Tagge, Ketsu Onyo vs. Wuher;$4000
Endor, Rebel Alliance;Count Dooku, Leia Organa, Obi-Wan Kenobi, Oola, R4-G9 vs. Chirrut Îmwe, Sarkli, Sly Moore;$0
Dathomir, Rebel Alliance;Eli Vanto, General Maximilian Veers, Mina Bonteri, Ona Nobis, R2-KT, Rinnrivin Di, Rorschach vs. BB-8, Baze Malbus, Iron Man;$25000
Nal Hutta, The Empire;Lux Bonteri, Ona Nobis vs. Admiral Gial Ackbar, Ellé, Luke Skywalker, Luminara Unduli, Wolverine, Zuckuss;$5000
Kashyyyk, The Empire;Agent Kallus, Ahri Raas, Oola, Rorschach vs. Arvel Crynyd, Darth Plagueis, Jar Jar Binks, Shara Bey, Wuher;$3000
Hosnian Prime, The Empire;Lama Su vs. Han Solo, Rorschach;$1000
Concord Dawn, Rebel Alliance;Boss Rugor Nass vs. Gideon Hask, Wedge Antilles;$3000
Concord Dawn, Rebel Alliance;Che Amanwe Papanoida, Queen Breha Organa, Quinlan Vos, Zuckuss vs. Dormé, Huyang, Lieutenant Watts, Logray, Orson Krennic, Poe Dameron, Queen Apailana, Thor, Watchmen, Wolverine;$16000
Sullust, Manhattan;Avengers, X-Men vs. Agen Kolar, BB-8, Cordé, IG-88, Jango Fett, Jas Emari, Jobal Naberrie, Queen Breha Organa, Warlug;$3000
Jedha, The Empire;Leia Organa vs. Osi Sobeck, Padmé Amidala, Ruwee Naberrie;$1000
Dathomir, Rebel Alliance;Eli Vanto, Ezra Bridger, Rorschach vs. BB-8, Darth Maul, Ona Nobis, Thor;$3000
Sullust, Manhattan;Jyn Erso vs. Feral, San Hill, Shaak Ti;$5000
Dathomir, Rebel Alliance;Armitage Hux, Avengers, Orson Krennic, Po Nudo Paul, R2-KT, R4-G9, Rogue Squadron, San Hill, Sana Starros, Yoda vs. Ciena Ree, Cordé, Leia Organa;$11000
Mustafar, The Empire;Beru Whitesun Lars, Iron Man, Mother Talzin vs. Momaw Nadon, Queen Apailana, Rako Hardeen;$14000
Nal Hutta, The Empire;Cad Bane, Chirrut Îmwe vs. R2-KT;$0
Hosnian Prime, The Empire;Aurra Sing, Dapp, R2-KT, Wolverine vs. Sinjir Rath Velus;$1000
Hosnian Prime, The Empire;Chief Chirpa, Cin Drallig, Darth Maul, Jom Barell, Longo Two-Guns, Lyn Me, Pablo-Jill, Shaak Ti vs. Admiral Kendal Ozzel, BB-8, Clone Trooper Fives, Leia Organa, Mace Windu, Nahdar Vebb, Poe Dameron, R2-KT, Saesee Tiin, Watchmen, X-Men;$2000
Jedha, The Empire;Obi-Wan Kenobi vs. Mama the Hutt, Queen Apailana;$2000
Scarif, Manhattan;Admiral Firmus Piett, Alton Kastle, Clone 99, Gardulla the Hutt, Inquisitors, Jas Emari, Karina the Great, Korr Sella, Leia Organa, Lieutenant Thire, Mama the Hutt, Padmé Amidala, Queen Apailana, R4-G9, Romba, Sora Bulq vs. General Crix Madine, Longo Two-Guns, Poe Dameron, Shaak Ti, Wullf Yularen;$0
Endor, Rebel Alliance;Avengers, BB-8, Boba Fett, Ciena Ree, Luke Skywalker, Luminara Unduli, Obi-Wan Kenobi, Queen Miraj Scintel, Rae Sloane, Sarkli, Thor, Wedge Antilles, X-Men, Zuckuss vs. Boss Rugor Nass, FN-2199, Gungi, Kylo Ren, Leia Organa, Oppo Rancisis, Watchmen;$7000
Scarif, Manhattan;Aayla Secura, Admiral Conan Antonio Motti, Beru Whitesun Lars, Grand Admiral Thrawn, Lama Su, Leia Organa, Mother Talzin, Romba, Tulon Voidgazer, Wicket W. Warrick, Wolverine vs. BB-8;$5000
Kashyyyk, The Empire;General Crix Madine, Leia Organa, Wolverine vs. Mercurial Swift, Sarkli;$2000
Bespin, Rebel Alliance;Lama Su vs. Hera Syndulla, Jango Fett, Luminara Unduli, Mother Talzin, Watchmen;$8000
Concord Dawn, Rebel Alliance;Cassian Andor vs. Mother Talzin;$3000
Mon Cala, The Empire;Dengar, General Maximilian Veers, Watchmen vs. Cordé, Embo;$0
Tatooine, Manhattan;BB-8 vs. Iron Man, Leia Organa, Mother Talzin;$3000
Scarif, Manhattan;Cliegg Lars, Dormé, Thor, Wat Tambor vs. Alton Kastle, Captain Panaka, Darth Maul, Inquisitor: Eighth Brother, Jom Barell, Moff Delian Mors, Niima the Hutt, Oola, Osi Sobeck, Poe Dameron, R5-J2, Rey, San Hill, Shaak Ti, Sora Bulq;$21000
Sullust, Manhattan;Joh Yowza, Mawhonic vs. 0-0-0, Avengers, Count Dooku, Ezra Bridger, Leia Organa, Letta Turmond, Sarkli, Sora Bulq, Teedo, Watchmen;$6000
Kamino, The Empire;AP-5, Ben Quadinaros, Commander Wolffe, Iron Man, Jobal Naberrie, Joclad Danva, Norra Wexley, Pong Krell, R2-KT vs. Mother Talzin;$3000
Yavin, Manhattan;Ponda Baba vs. Bodhi Rook, Darth Bane, General Crix Madine, Mace Windu, Oola;$3000
Kashyyyk, The Empire;Garindan, General Crix Madine, Iron Man, Luminara Unduli vs. Avengers, R5-J2, Thor, Wullf Yularen;$6000
Sullust, Manhattan;Cordé, Oola vs. Lott Dod;$3000
Concord Dawn, Rebel Alliance;Rogue Squadron vs. Beru Whitesun Lars;$1000
Dathomir, Rebel Alliance;Barada, Has Obbit, San Hill, Supreme Leader Snoke, X-Men vs. Captain Phasma;$1000
Sullust, Manhattan;Avengers vs. Captain Phasma, Clone 99, Quarrie;$3000
Kashyyyk, The Empire;Bodhi Rook, Captain Jeremoch Colton, Chewbacca, Embo, Jango Fett, Ketsu Onyo, Queen Apailana, R5-J2, Ree-Yees, Savage Opress, Sora Bulq vs. Adi Gallia, Lama Su, Rogue Squadron, Wolverine;$32000
Onderon, Manhattan;Admiral Gial Ackbar, Iron Man, Kaydel Ko Connix, Mercurial Swift vs. Maz Kanata;$2000
Kamino, The Empire;Anakin Skywalker, Dormé, Joclad Danva, Luminara Unduli vs. Chirrut Îmwe, Cliegg Lars, Lobot, Quarrie;$6000
Dathomir, Rebel Alliance;Avengers, Oola vs. Queen Apailana, R5-J2;$1000
Dathomir, Rebel Alliance;Bodhi Rook, Count Dooku, Gavyn Sykes, Luminara Unduli, R2-D2, Rey, Rorschach vs. Avengers;$8000
Subterrel, Manhattan;Captain Panaka, Kylo Ren, Padmé Amidala, Quinlan Vos, Rey vs. Jan Dodonna;$10000
Mustafar, The Empire;Ahri Raas, Alton Kastle, Avengers, Garindan, Luminara Unduli, Padmé Amidala, Paploo, Wolverine, Yaddle vs. Ahsoka Tano, FX-7, Joph Seastriker;$6000
Sullust, Manhattan;Alton Kastle, Jan Dodonna vs. Beru Whitesun Lars;$1000
Yavin, Manhattan;Han Solo, Thor vs. Hera Syndulla, Ima-Gun Di, Mawhonic, Onaconda Farr, Sarkli, Watchmen;$13000
Kamino, The Empire;C-3PO, Moff Tiaan Jerjerrod, San Hill, Thor vs. Avengers, Cassian Andor, Commander Wolffe, Jubnuk, Wolverine, X-Men;$28000
Lothal, The Empire;Avengers, Count Dooku, Finis Valorum, Jas Emari, Salacious B. Crumb vs. Adi Gallia, Aiolin and Morit Astarte, Cordé, Greer Sonnel, Jango Fett, R2-D2, Savage Opress;$4000
Hosnian Prime, The Empire;General Grievous, R2-D2, Yané vs. Luminara Unduli;$5000
Naboo, The Empire;Bail Prestor Organa, Captain Lorth Needa, Daultay Dofine, General Maximilian Veers, Grand Moff Wilhuff Tarkin, Max Rebo, Wedge Antilles, Zam Wesell vs. Alton Kastle, Longo Two-Guns;$9000
Dathomir, Rebel Alliance;Luminara Unduli, X-Men vs. Finis Valorum, Iron Man, Jom Barell, Luke Skywalker;$0
Bespin, Rebel Alliance;Count Dooku, Jek Tono Porkins vs. Che Amanwe Papanoida, Sergeant Kreel;$3000
Naboo, The Empire;Bazine Netal vs. Avengers, Governor Arihnda Pryce, Ima-Gun Di, Mercurial Swift, Moralo Eval, Mother Talzin, Niima the Hutt, Ransolm Casterfo, Riley;$21000
Rodia, Manhattan;Romba vs. San Hill;$1000
Kashyyyk, The Empire;Bren Derlin, Cassian Andor, Tion Medon vs. General Crix Madine, Jan Dodonna, Mama the Hutt;$2000
Kashyyyk, The Empire;Ciena Ree, Commander Wolffe, Joclad Danva, Kanan Jarrus, Raymus Antilles vs. Nute Gunray, Oola, Watchmen;$3000
Ryloth, Manhattan;Avengers vs. Sola Naberrie;$3000
Endor, Rebel Alliance;Sly Moore vs. Nahdonnis Praji;$4000
Tatooine, Manhattan;Admiral Gial Ackbar, Garindan, Iron Man vs. Moff Tiaan Jerjerrod;$1000
Jedha, The Empire;Clone Trooper Tup, Iron Man, R2-D2 vs. General Crix Madine, Jabba the Hutt, Jan Dodonna, Moteé, Nahdar Vebb;$7000
Kashyyyk, The Empire;Salacious B. Crumb vs. 4-LOM, Captain Lorth Needa, Commander Wolffe, Padmé Amidala, Sarkli;$4000
Concord Dawn, Rebel Alliance;Ahri Raas, Satine Kryze vs. Longo Two-Guns, Sora Bulq;$1000
Dathomir, Rebel Alliance;Avengers, Commander Jet, Rey, Rukh vs. X-Men;$5000
Kashyyyk, The Empire;Captain Phasma, Chief Chirpa, Iron Man, Lott Dod, Watchmen vs. Avengers, Darth Maul, Grand Moff Wilhuff Tarkin, Han Solo, Huyang, Karina the Great, Kylo Ren, Moff Tiaan Jerjerrod, Saelt-Marae, San Hill, Snaggletooth, Teedo, Yané;$21000
Hosnian Prime, The Empire;Boba Fett, Cham Syndulla, Iron Man, Nahdonnis Praji, Sarkli, Ziro the Hutt vs. Bo-Katan Kryze, Dexter Jettster;$5000
Kashyyyk, The Empire;R2-KT vs. C-3PO, Mace Windu, Moff Tiaan Jerjerrod, Mother Talzin, Sergeant Kreel, Watchmen;$11000
Nal Hutta, The Empire;Sinjir Rath Velus vs. Obi-Wan Kenobi, Wicket W. Warrick;$5000
Jedha, The Empire;Joclad Danva, Romba, Wolverine vs. Jabba the Hutt, Luke Skywalker;$3000
Kashyyyk, The Empire;Bo-Katan Kryze, Boba Fett, Garazeb Orrelios, Luke Skywalker vs. Asajj Ventress, Mina Bonteri, Padmé Amidala, Rappertunie, Wedge Antilles;$9000
Coruscant, Rebel Alliance;Ebe E. Endocott, Han Solo, Ketsu Onyo, Lux Bonteri, R5-D4 vs. Chief Chirpa, Gonk droid, Luminara Unduli, Quarrie, Ziro the Hutt;$25000
Sullust, Manhattan;2-1B, Rorschach, Teedo vs. Borvo the Hutt, Finn, Han Solo, Palpatine, Rogue Squadron, Shu Mai;$7000
Hosnian Prime, The Empire;Asajj Ventress, Captain Panaka vs. Avengers, Finn, Gardulla the Hutt, San Hill, Savage Opress;$15000
